eye_opening,ear_opening,ear_angle,ear_pos_vec,snout_pos,mouth_pos,face_incl
0.7077253322141598,0.7257640625010483,168.31811169172988,152.98416300636788,83.90487720291588,39.41696395644767,66.55115429162005
0.614948864825382,0.6682572009156279,177.75452400297377,141.10860826948462,83.28887502908992,36.246048339895815,57.620278437883016
0.6987843243671679,0.6682394956058212,170.69228533938562,153.9630509167735,86.24587109189028,37.922470866566236,53.799626723946325
0.539479133840278,0.705708331666584,167.82965364551114,154.79191083908816,89.84961772192891,35.45768261956865,55.525704621254974
0.6168061891994215,0.7123532439804916,167.88476210664766,148.64097545125082,84.81812036114091,35.13692295480944,55.4818668514836
0.7254490170068992,0.7140773647178196,171.12219959221216,137.25129467419654,81.11532291263407,34.619669955400255,63.74737244954214
0.5865981640228165,0.6961677776673032,169.43151483865682,136.8859694801182,76.603290250409,32.08537660752561,54.60576878812319
0.6091646865691509,0.6823170592496319,171.36789032875868,137.71729702688538,87.6806286225239,33.251569936320486,63.761563890089015
0.5534752403034477,0.7236762070166571,172.79254848193085,150.5319682967386,82.6875134668947,26.739175629966514,65.83678304403358
0.5247761457837993,0.6930406365018994,171.94946840458726,163.45075649711924,89.49434072303116,35.4820915897584,64.64509220243143
0.46179470573042697,0.6942700173641787,172.24287186832174,156.5439701584852,87.00896946770953,35.902420532758754,58.569302214127724
0.5829786054206867,0.6939283772642159,171.66146687643783,157.5800091290769,86.89095473284786,36.88333054170132,63.18711943638865
0.6873508515005771,0.7090293032507033,172.45280144810687,155.33579511223735,83.75021402245959,38.058340123396626,67.52273868876247
0.4456794105478751,0.7160469245443017,171.97779063520272,140.44638987687205,87.25526493914329,38.30512406477537,66.29687465865314
0.4129552760618093,0.6704420848445636,177.53688748082834,146.21060981879702,85.7055365662494,37.874983651098205,67.68317517587955
0.3757425539788384,0.6646120153696404,176.9421943750345,141.82179261434487,87.02128632380453,35.100869638443655,63.669168599157864
0.6028745809157505,0.5479460813638206,158.49751792163653,166.8122336854175,85.06607271076562,31.887391746814025,63.1857698528709
0.6038623034505983,0.6884957551284018,170.29828504640113,142.71437697302608,89.0446663973207,43.65708464886556,71.46123809152522
0.6393175905489136,0.6498175591957229,177.15168754374062,155.2943132319677,88.25820896449049,41.05120763192783,59.68855759910538
0.5164617812023816,0.6075819455417055,154.05594940018943,130.00985577963667,84.1220840103958,35.2657209342347,69.45485246834632
0.6678225698609013,0.6090580854788086,159.38544746828126,136.40500002850058,89.96296330216278,48.79708680240257,69.4165908378285
0.4835119272404599,0.452865064295242,170.8838512030412,151.61095248814428,81.3268259521202,30.41280701762598,63.22970263694474
0.5664613790985825,0.6087720907011562,179.8919466613775,135.6667800935567,76.67195012481268,38.57247701525772,60.961889168198546
0.5894622393255499,0.6722965357755724,173.11391670858882,137.44169655778305,86.40680613343014,37.80506476686274,64.52953340443501
0.48608746190594143,0.7656553847873375,166.7171530612079,139.65785633360048,85.61929702792867,35.00123350652459,65.59856951896576
0.6490258607337882,0.6920965068382356,173.1587230356631,137.20064309144834,86.5526131481349,31.720082863596527,65.79897430369648
0.5495574790854838,0.76331318364556,164.02174429751477,140.85816972118468,83.91530613473121,36.41754631767105,63.70474086759154
0.5507297915523576,0.6476597001885498,175.6094125394124,140.60238545050532,89.72960463762229,40.574831611489564,65.59329574063537
0.5144957554275266,0.4602790306017177,170.31658911130612,128.58058794235953,83.23543411231256,38.69637224371049,66.31477844734493
0.5825828418877901,0.5300242518481298,167.3533463886897,164.89192788760064,82.77590752727755,30.241755424996462,62.817788218663395
0.5632014296515249,0.5144646392843677,170.77925012006386,159.12463179376184,85.41202187592745,32.11872868263823,63.4373309857143
0.4456688116249245,0.4781510662935776,174.0109543480316,155.96025945580595,82.26105930507245,30.556725836395167,63.66806779676719
0.6583189197884263,0.4868633474667711,174.6776373649588,150.28796615813718,77.98572389009126,30.040879353277873,64.58259483284746
0.511912597361626,0.5329438210890307,169.2354935940869,147.2690661513568,87.95757304364868,30.598561749844738,62.8791500215509
0.5481025622986399,0.5348450618452938,166.19609530562605,146.87123540429087,85.73288051734905,28.157270307505403,60.04285964695875
0.5339496000055415,0.5684186930927674,167.87604213593278,136.60934359134126,81.79908096846094,31.758717797789803,67.20834989723477
0.4169118148321458,0.6136424192139941,165.19007251144404,137.0970722380605,79.18729534761435,31.39585683344208,67.10132055941689
0.6789362612607046,0.4344069622208861,176.5970845867575,114.80525463452389,89.24862301697502,33.85566964954964,68.63026148836147
0.42781653164382427,0.6986932006024826,173.68664740577958,140.97804250829728,85.01682792426908,32.041560242760866,63.48657991818846
0.43199318931228353,0.6725181362284183,179.9239180088173,141.4671959350329,82.0298879455003,28.448933974283435,64.13724525267901
0.6281956544813044,0.6957117167312564,170.12814784883042,146.55369968766547,87.15236973693303,36.73759795163144,71.16790844614562
0.6115352891175337,0.6436375851161987,175.40909014337876,144.9108842995378,87.66320636433572,36.50866500942601,62.487427970731474
0.5099019513592785,0.5020271738503168,175.4157920139343,162.50813976475308,77.84063936532101,41.86413800822584,68.27519435559435
0.5378456092072751,0.6923868873517816,171.50708851934502,139.30253192958529,85.34290919454281,33.69006752597979,58.7069610040798
0.7095408909020459,0.6653868995008824,174.55262499705026,144.92128428084314,83.90916896077735,36.0023371848817,66.72308673336984
0.3782949482607931,0.6777794352188077,172.2108531960963,143.66314693913682,77.08105861993238,36.60090535214754,62.487475447333665
0.5661695375110528,0.45854737598213635,178.52647853259597,141.134274191616,79.40305560837112,41.737966522603266,58.02288899448665
0.5113814155482014,0.4378099793320688,174.6671761968497,135.57025299791763,85.46222749209349,44.29630011997973,58.95427871164892
0.5971786789771939,0.6053696417511578,176.4346178589962,136.21248747293254,88.82214763934739,33.91444515151885,62.652437051621156
0.5029011624863086,0.6271514693574761,172.06991520611422,140.76907013241583,81.3868588808233,36.1331278663683,64.69427492945577
0.5518212565200631,0.47650420731103293,170.49744084032446,132.40331724535702,89.94972953295616,40.58907892928172,63.47693912651694
0.5610355735253467,0.5094755535943079,172.66189986109154,135.31579602401723,74.69255452469218,36.233472422487736,59.559386681023305
0.5832899849345137,0.6632963896378008,155.10082869100745,153.57693656112806,79.84192681281745,35.168039368117206,65.51650321318107
0.46164353574848277,0.5157518241648752,169.5451246820944,145.18446103718227,82.86970147359746,31.763872922304234,62.425545542529775
0.5418680772413229,0.5784182034211547,159.91151240202143,146.98712831230895,82.5277616925595,29.72994788240761,64.75498269575345
