eye_opening,ear_opening,ear_angle,ear_pos_vec,snout_pos,mouth_pos,face_incl,umap_x,umap_y,Img_Path,Frame_ID
7.245935176311558,0.07978199929397027,139.1280851271481,99.36935252333629,33.53985706892205,12.005560149882461,0.40396001755208033,3.5654738,8.90254,img_159.jpg,159
0.5474493607133176,0.4316593992479747,180.0,152.71589621296943,84.67550747840689,34.689015171060376,59.62075309322363,6.720047,8.449476,img_181.jpg,181
0.8513824469684097,1.3489998965148653,114.34594170420822,144.53272376418434,15.821982447754088,48.891676294080746,60.21907607024876,4.1960554,8.182623,img_270.jpg,270
0.2501037703261568,0.7872634779943648,155.77904239682766,150.97389417239174,31.749932224375986,51.70075377366798,79.18237864297255,4.939814,7.94978,img_296.jpg,296
0.6592325443521676,0.6007735324376843,180.0,139.21097399501375,84.27965294979539,37.982559054600955,72.35453864510114,9.171294,10.713645,img_494.jpg,494
0.6104121279436867,0.3632260398000606,180.0,148.6153591630646,76.99614203327528,31.99615671561926,68.34023757608128,8.398578,8.159687,img_599.jpg,599
0.5897263602279395,0.36705287571879053,180.0,144.4479795359477,82.24361676875559,34.686049950530595,64.60198508534819,7.121765,9.635785,img_982.jpg,982
0.5685089400132315,0.3158704410105951,180.0,148.63760240313533,85.91902175130869,36.048511638262845,67.54840091310477,8.057595,8.868937,img_1028.jpg,1028
0.5879958961674265,0.3384191904859403,180.0,143.12573461388632,84.93751259944833,33.768390857870926,64.04394799794639,7.263176,10.013837,img_1046.jpg,1046
0.9389004491435793,0.35018340444731766,180.0,175.1511129053717,79.37562892802521,30.829131274053093,75.82692472478938,6.738951,5.899239,img_1828.jpg,1828
0.4931977667880389,0.3979826736055544,180.0,151.01868892898244,68.75978571384792,39.51570684904935,74.16618151142077,7.3245354,7.4620543,img_1886.jpg,1886
1.0767928113711986,0.725231199005285,117.90101023211136,123.86050140869048,33.11630922826326,43.46281129926325,66.60809176033376,3.9851203,8.286425,img_1906.jpg,1906
1.6305049511102092,4.03529192100862,111.48908363224695,171.21865042887907,8.172970242530386,49.30785855164445,50.27781376455496,4.2802935,8.108758,img_2019.jpg,2019
2.2923169460465265,0.9180806854083831,150.52130993200396,149.38250269807057,57.90882216808617,41.37372436731599,57.7381585710896,5.223441,8.139941,img_2394.jpg,2394
0.512757876168411,0.5079689899654732,180.0,151.42053624719446,85.5370181690982,39.40239652671569,66.84380258017795,7.777278,8.680864,img_2427.jpg,2427
0.512406784291638,1.1420516791232362,180.0,155.06000688058236,85.26273478479138,40.92975262864864,60.793409316575115,6.680062,8.357843,img_2678.jpg,2678
0.5294620637700627,0.540886721824683,180.0,160.71497970743934,77.87577859123941,31.017233256465886,64.41592708011399,6.643722,6.8515577,img_2708.jpg,2708
0.6995891491049387,0.651551256437297,180.0,148.36911361474355,89.21111328220874,36.13736212445101,68.26562364144687,7.979562,9.057589,img_2726.jpg,2726
0.6280932206431629,0.9045109030705726,180.0,156.33127273836396,81.72535736924246,34.49332238694376,76.77037986935888,8.487638,7.195765,img_2896.jpg,2896
1.6540402221843864,0.6633018710426174,130.05146146861895,163.31872496134775,6.022491018912595,66.1699890503466,85.5474283686343,4.6016216,7.97671,img_3159.jpg,3159
1.0131488480155786,0.8469400430238955,107.29944735929604,107.01653087501174,24.480940609957795,15.801563444147579,33.06982328683258,3.7245793,8.67136,img_3175.jpg,3175
0.6636324684990889,0.6162637648568284,180.0,144.84635778412047,89.83348185576891,36.6625596858786,69.22776141846202,8.279682,9.412401,img_3264.jpg,3264
0.6403568299474706,0.6732766407124745,180.0,176.69510786737416,69.90235354959718,26.79152922295627,62.89368436792006,6.3575554,6.0327063,img_3887.jpg,3887
0.6324556642425283,0.4033860771512177,180.0,154.3478613370198,74.28879709521426,36.80114082479257,63.02865529024251,6.7070036,7.3953443,img_4083.jpg,4083
0.6056628969992933,0.924400367807561,180.0,135.8356795203776,85.1816745631743,33.7230901946962,75.58058058992354,9.319744,11.225723,img_4657.jpg,4657
0.550961608907628,0.5528212502074578,180.0,131.50376324345746,70.18378245567074,31.339011733551327,65.25837977006032,8.384556,11.3655205,img_4774.jpg,4774
0.48612690841515993,0.5613412238128369,180.0,136.38064683496427,85.44868422231265,35.643903870880415,68.96118209382172,8.932699,10.808191,img_5130.jpg,5130
0.6632844285625151,0.4741399215095891,180.0,135.5484843886296,84.86843759469309,36.69180760658426,77.10030159165363,9.366425,11.155036,img_5296.jpg,5296
0.6295089554704637,0.6001844681024311,180.0,137.2687099441451,88.51813514206124,37.91906856375988,77.71721284271104,9.526631,11.01569,img_5573.jpg,5573
0.6639282679944117,0.5892690134270784,180.0,138.7318920224314,87.50477637645379,35.01406941500974,72.40377186553627,9.477106,10.702842,img_5794.jpg,5794
0.5495572399605773,0.5510278566229174,180.0,139.3173630317649,88.77950294037382,33.32452018220236,63.35053064924665,7.2134895,10.481048,img_5809.jpg,5809
0.7453128387505024,0.6812013776099449,180.0,134.65858247107053,85.28139471241015,35.57581259293642,76.1487879385422,9.416083,11.117424,img_5878.jpg,5878
0.6909133263478259,0.5160526991944627,180.0,138.90677354520727,89.76960946653251,38.3349713434765,71.59978367708342,9.592568,10.571583,img_5902.jpg,5902
0.7784301454109216,0.4255174407166601,180.0,138.9347885739815,80.8170586907764,40.33158084750662,68.95354416412846,8.844635,10.75737,img_5928.jpg,5928
0.9898116891022293,0.37243282702316555,180.0,145.61756155068923,88.26289467831104,36.71256224456446,63.30201521392303,7.2538004,9.784702,img_6031.jpg,6031
0.822167755908157,0.6672931045345485,180.0,155.52062398504486,87.72719668098487,33.09582740577023,74.31302135537922,8.564605,7.3563714,img_6046.jpg,6046
0.5028829633074949,0.6816895918659204,180.0,132.7561334132186,80.23326052822273,31.225096995515912,71.99592589230228,8.774944,11.313521,img_6086.jpg,6086
0.529976051900552,0.7306458553734021,180.0,162.49107560261328,78.06182148339639,30.129353979947858,71.51194416549029,7.0260286,6.485568,img_6101.jpg,6101
0.7071057443809631,0.5386664594561537,180.0,137.7073869655736,76.6399909272269,34.07461223370483,71.45314540499936,8.835788,11.167493,img_6122.jpg,6122
0.6284379483060822,0.5645993001356788,180.0,143.7012719917647,88.36492819679654,47.534125593865774,73.48106336819322,9.403248,9.65446,img_6167.jpg,6167
0.6224347358082218,0.4373151512774359,180.0,152.42331635299246,89.41169060506348,32.971764515188084,65.90066435306971,7.586808,8.306046,img_6188.jpg,6188
0.6473710349547216,0.33830923329945306,180.0,141.6478936666999,88.75285162140396,35.423122734007165,60.34198944621755,6.7784634,10.266422,img_6232.jpg,6232
0.5706798514088731,0.820151371576513,180.0,144.18765685652932,87.59162732345376,32.370695804556625,65.5745360320654,7.5036435,9.911234,img_6265.jpg,6265
0.7057947336791014,0.8135731600036966,180.0,148.6201040993667,81.56918630435757,30.307920787312977,74.76183018094322,8.81524,8.128816,img_6364.jpg,6364
0.5173319045994852,0.7747226046705954,180.0,156.40581118366782,87.85954071173303,32.519317989199514,64.91355971834489,7.313475,7.9646416,img_6561.jpg,6561
1.913278203545657,0.3788102104063246,114.32580759189338,99.29012019585548,36.822257467865214,34.03403462576124,15.294840441429201,3.6002545,8.867152,img_6596.jpg,6596
0.629556056526113,0.5403609254378141,180.0,155.41367058823187,84.68388860673026,27.364588894062322,67.6971451339432,7.860167,7.4709406,img_6880.jpg,6880
0.7133179126641896,0.6335965736230048,180.0,141.26671130967387,81.1403112498474,31.845498980600542,67.22105739775239,8.287772,10.496065,img_6901.jpg,6901
0.7474678504773952,0.7599903205406344,180.0,149.32864576314495,83.53514158685456,39.39562973104762,75.54755947088056,9.199142,9.096432,img_6920.jpg,6920
0.6397078398375229,0.6365473060801412,180.0,157.9020960920699,86.00299226392087,31.72184537845372,71.12832572703046,8.107669,7.333546,img_7166.jpg,7166
0.5796810264985863,0.403119078072585,180.0,137.54819080207778,81.74788065896747,34.347383078882814,69.25805187206333,8.681965,11.022191,img_7190.jpg,7190
0.6774588870853464,0.47528171411126713,180.0,133.97245966809726,72.83403245080612,36.77951503707641,74.89360605356153,8.927677,11.437749,img_7253.jpg,7253
0.5177386520942857,0.34690256572814404,180.0,141.00262093590376,83.11394258478127,35.21910499368956,72.19729919074828,9.047495,10.445835,img_7342.jpg,7342
0.39649024674814437,0.38733187323172485,180.0,140.18812451983266,85.64323794892707,36.07587575403144,72.1179494946777,9.392618,10.556127,img_7408.jpg,7408
0.5089102284753282,0.5663521204822207,180.0,144.72561784311065,89.97341491508551,31.33578303822569,67.9312004344719,7.83558,9.663918,img_7428.jpg,7428
0.8059994022927996,0.16965677336802149,172.49828146307624,144.24482049558574,50.62240062708973,46.887872708825675,30.691181140693864,5.642877,8.414663,img_7531.jpg,7531
