Img_Path,Frame_ID,Ear_back_x,Ear_back_y,Ear_front_x,Ear_front_y,Ear_bottom_x,Ear_bottom_y,Ear_top_x,Ear_top_y,Eye_back_x,Eye_back_y,Eye_front_x,Eye_front_y,Eye_bottom_x,Eye_bottom_y,Eye_top_x,Eye_top_y,Nose_top_x,Nose_top_y,Nose_bottom_x,Nose_bottom_y,Mouth_x,Mouth_y
img_159.jpg,159,1247.4129638671875,450.97137451171875,1277.5123291015625,709.4111328125,1268.171142578125,498.71527099609375,1268.171142578125,477.9570617675781,1283.7398681640625,719.7902221679688,1299.3084716796875,710.4490356445312,1283.7398681640625,719.7902221679688,1305.5360107421875,590.0513916015625,1302.4222412109375,826.6950073242188,1292.0430908203125,843.3015747070312,1265.0574951171875,837.0740966796875
img_181.jpg,181,1225.3067626953125,417.1409912109375,1313.61083984375,588.8432006835938,1258.4207763671875,526.2944946289062,1328.328125,480.91607666015625,1439.9345703125,680.8264770507812,1488.9923095703125,713.9404907226562,1462.010498046875,709.0347290039062,1477.954345703125,680.8264770507812,1589.560791015625,854.9815673828125,1562.5789794921875,878.2839965820312,1458.3311767578125,878.2839965820312
img_270.jpg,270,391.25,583.75,997.5,615.0,1066.25,702.5,1241.25,-97.5,710.0,515.0,816.25,471.25,810.0,508.75,722.5,465.0,1266.25,283.75,322.5,396.25,1035.0,815.0
img_296.jpg,296,1666.25,777.5,1072.5,683.75,1122.5,-10.0,1385.0,383.75,341.25,533.75,872.5,527.5,910.0,558.75,997.5,458.75,1260.0,283.75,410.0,290.0,516.25,690.0
img_494.jpg,494,805.2538452148438,387.1690979003906,747.8206176757812,558.2203369140625,818.9879150390625,513.2725219726562,727.8438110351562,454.59075927734375,632.9541015625,641.8731079101562,579.2664794921875,658.104248046875,607.9830932617188,665.5955200195312,600.4918212890625,629.3876342773438,439.42901611328125,750.4968872070312,466.8970947265625,784.2077026367188,569.278076171875,811.67578125
img_599.jpg,599,1146.8172607421875,422.86639404296875,1204.203857421875,608.3479614257812,1166.2877197265625,559.1594848632812,1223.67431640625,518.1690673828125,1299.506591796875,687.2545166015625,1326.1502685546875,715.9478149414062,1306.6798095703125,709.7992553710938,1318.9769287109375,689.3040771484375,1416.3292236328125,817.3991088867188,1393.784423828125,849.1666259765625,1313.8531494140625,854.2904663085938
img_982.jpg,982,1161.314208984375,447.2480163574219,1212.8194580078125,610.5101318359375,1177.834716796875,563.8638305664062,1231.28369140625,530.8226928710938,1308.0557861328125,685.338623046875,1342.0687255859375,707.6900024414062,1322.6326904296875,707.6900024414062,1331.37890625,685.338623046875,1430.5023193359375,794.1800537109375,1405.235595703125,828.1929931640625,1325.548095703125,841.7981567382812
img_1028.jpg,1028,1144.09326171875,437.6405334472656,1213.6776123046875,605.8026733398438,1165.355224609375,539.11767578125,1220.4427490234375,522.6880493164062,1301.62451171875,681.1856689453125,1339.3160400390625,697.6152954101562,1314.1883544921875,698.5817260742188,1325.78564453125,678.2863159179688,1433.0615234375,779.7634887695312,1408.9002685546875,811.65625,1328.68505859375,828.0858764648438
img_1046.jpg,1046,1143.861328125,436.9140319824219,1204.540283203125,604.5035400390625,1162.161376953125,548.640380859375,1218.9876708984375,528.4140625,1301.8192138671875,675.7772827148438,1341.3087158203125,694.0772705078125,1317.2298583984375,694.0772705078125,1325.898193359375,669.998291015625,1432.808837890625,778.835205078125,1409.6929931640625,808.6930541992188,1334.566650390625,825.0667724609375
img_1828.jpg,1828,1174.821044921875,446.52593994140625,1216.3955078125,603.1550903320312,1169.98681640625,543.2106323242188,1222.196533203125,520.97314453125,1242.5003662109375,696.939208984375,1257.9698486328125,719.1766967773438,1239.5997314453125,713.3756103515625,1264.73779296875,717.2430419921875,1299.5443115234375,831.3309326171875,1270.538818359375,848.734130859375,1199.9591064453125,841.9662475585938
