Img_Path,Frame_ID,Ear_back_x,Ear_back_y,Ear_front_x,Ear_front_y,Ear_bottom_x,Ear_bottom_y,Ear_top_x,Ear_top_y,Eye_back_x,Eye_back_y,Eye_front_x,Eye_front_y,Eye_bottom_x,Eye_bottom_y,Eye_top_x,Eye_top_y,Nose_top_x,Nose_top_y,Nose_bottom_x,Nose_bottom_y,Mouth_x,Mouth_y
img_111.jpg,111,899.4909057617188,408.08697509765625,854.2890625,567.197509765625,887.7384643554688,515.6674194335938,846.1527099609375,477.6978454589844,796.4307250976562,647.6567993164062,764.7894287109375,673.8739013671875,786.4862670898438,674.7778930664062,772.9257202148438,650.368896484375,708.7390747070312,769.7018432617188,739.4763793945312,777.838134765625,801.8549194335938,785.9744873046875
img_227.jpg,227,699.46826171875,507.5425720214844,671.6719360351562,614.3057250976562,708.3125610351562,589.036376953125,665.3546142578125,553.6591796875,598.3907470703125,670.5300903320312,570.5944213867188,681.9013061523438,587.01953125,685.6917724609375,580.7021484375,666.7396850585938,508.0527038574219,720.4371337890625,518.1604614257812,741.9161376953125,555.4328002929688,768.448974609375
img_269.jpg,269,826.2210693359375,423.7345275878906,755.76416015625,545.2119140625,816.5028686523438,514.8425903320312,746.0459594726562,463.8220520019531,641.575439453125,571.9369506835938,586.9105834960938,550.0709838867188,609.9912719726562,571.9369506835938,613.6356201171875,539.1380615234375,439.9229431152344,571.9369506835938,444.78204345703125,614.4540405273438,511.5946044921875,669.1188354492188
img_284.jpg,284,812.8440551757812,446.3182678222656,721.9891357421875,569.8809814453125,781.34765625,535.9617919921875,726.834716796875,491.1400451660156,615.385986328125,585.629150390625,576.6212158203125,568.6695556640625,589.9465942382812,586.840576171875,598.4263916015625,556.5556030273438,456.69268798828125,561.4011840820312,445.79010009765625,588.0519409179688,485.7662658691406,666.7929077148438
img_299.jpg,299,813.3110961914062,420.4484558105469,741.5133056640625,549.2286376953125,799.6353149414062,507.0616760253906,727.8375244140625,476.29119873046875,637.8053588867188,572.0216064453125,597.9176635742188,565.1837158203125,613.8727416992188,584.5577392578125,620.7106323242188,551.5079345703125,465.71856689453125,584.5577392578125,460.02032470703125,621.0264282226562,522.700927734375,681.427734375
img_408.jpg,408,819.4179077148438,443.8856201171875,739.3849487304688,578.0947875976562,782.4796142578125,554.7005004882812,735.6911010742188,506.68072509765625,624.876220703125,584.2511596679688,574.3938598632812,574.4009399414062,592.863037109375,591.6387939453125,601.4819946289062,559.6256103515625,435.2596740722656,578.0947875976562,429.103271484375,616.2643432617188,494.3609313964844,691.3721923828125
img_475.jpg,475,786.8316650390625,413.2816162109375,729.6801147460938,550.229736328125,770.6566772460938,511.4098205566406,724.2884521484375,461.8065490722656,626.1602172851562,568.5614013671875,586.261962890625,565.326416015625,601.3585815429688,577.1880493164062,609.9852294921875,549.1514282226562,464.41046142578125,589.0496826171875,461.1754455566406,621.399658203125,517.2487182617188,675.3162231445312
img_538.jpg,538,787.7199096679688,413.6744384765625,747.4000244140625,555.8019409179688,783.6879272460938,505.402099609375,731.2720947265625,472.1382141113281,651.640380859375,599.145751953125,612.3285522460938,604.1857299804688,632.4884643554688,610.2337646484375,632.4884643554688,582.0098266601562,489.35296630859375,653.5775756835938,497.41693115234375,692.8894653320312,560.9207153320312,736.2332763671875
img_571.jpg,571,753.5069580078125,475.5370788574219,708.317138671875,625.8196411132812,757.710693359375,578.5279541015625,689.4004516601562,554.3566284179688,583.2567749023438,738.2688598632812,548.576171875,771.8985595703125,570.6456298828125,771.8985595703125,551.7289428710938,741.421630859375,462.400146484375,882.2459106445312,483.418701171875,901.16259765625,575.9002685546875,902.2135009765625
img_588.jpg,588,742.9878540039062,381.30328369140625,698.14501953125,525.1740112304688,733.6456298828125,470.0546875,689.7369995117188,448.5675048828125,613.1304931640625,554.135009765625,577.6299438476562,556.9376831054688,597.2486572265625,565.345703125,598.1829223632812,537.3189697265625,470.1940002441406,582.1617431640625,466.4571228027344,625.1361694335938,521.576416015625,669.9789428710938
img_1125.jpg,1125,747.6318359375,348.6421813964844,691.2098999023438,496.7497253417969,730.881591796875,441.20941162109375,683.2755737304688,423.5775451660156,606.5770263671875,543.47412109375,574.8396606445312,556.697998046875,591.5899658203125,557.57958984375,591.5899658203125,532.013427734375,484.917236328125,582.2642211914062,485.798828125,645.7388916015625,539.5759887695312,681.0025634765625
