Img_Path,Frame_ID,Ear_back_x,Ear_back_y,Ear_front_x,Ear_front_y,Ear_bottom_x,Ear_bottom_y,Ear_top_x,Ear_top_y,Eye_back_x,Eye_back_y,Eye_front_x,Eye_front_y,Eye_bottom_x,Eye_bottom_y,Eye_top_x,Eye_top_y,Nose_top_x,Nose_top_y,Nose_bottom_x,Nose_bottom_y,Mouth_x,Mouth_y
img_17.jpg,0,699.0580444335938,394.4352722167969,608.4283447265625,487.58245849609375,677.6593627929688,488.8412170410156,617.2395629882812,356.6728820800781,510.24615478515625,565.6246948242188,456.1200866699219,590.7996215820312,485.07122802734375,588.2821044921875,478.7774963378906,559.3309936523438,326.46923828125,710.3804931640625,351.6441650390625,739.3316040039062,434.7214050292969,768.2827758789062
img_58.jpg,1,715.8834228515625,425.135009765625,630.6221923828125,471.419677734375,698.8311767578125,489.68994140625,650.1104736328125,354.489990234375,531.9627685546875,553.02685546875,474.7159423828125,567.64306640625,506.3843994140625,574.951171875,489.3321533203125,545.71875,349.2601318359375,673.610595703125,371.1844482421875,712.587158203125,445.4835205078125,753.999755859375
img_111.jpg,2,701.7329711914062,393.37249755859375,612.5763549804688,474.9947814941406,686.6642456054688,495.0863952636719,623.8779296875,365.7464904785156,515.8853759765625,550.33837890625,466.9120178222656,564.1514282226562,500.816650390625,566.662841796875,485.7479248046875,545.3154907226562,326.27056884765625,675.9111328125,347.617919921875,711.0714721679688,426.7287292480469,752.510498046875
img_219.jpg,3,718.1876220703125,392.6322937011719,629.2967529296875,463.2220764160156,712.958740234375,494.5953063964844,642.3689575195312,349.49407958984375,524.7192993164062,536.42626953125,475.0450134277344,544.2695922851562,501.1893615722656,548.1912841796875,494.6532897949219,524.6613159179688,324.71490478515625,634.4676513671875,343.0159606933594,669.7625732421875,416.2201843261719,722.05126953125
img_302.jpg,4,621.373046875,424.2469177246094,579.4505004882812,545.3565063476562,663.2955932617188,505.7629699707031,612.056884765625,381.15985107421875,541.021484375,643.17578125,497.9344177246094,689.7564086914062,524.71826171875,673.4531860351562,511.9085998535156,652.4918823242188,474.64410400390625,852.7885131835938,503.7569885253906,859.775634765625,464.1634521484375,851.6240234375
img_333.jpg,5,654.5001220703125,454.1146545410156,598.681640625,581.1907348632812,639.0609741210938,533.6856689453125,571.3662719726562,399.4837951660156,558.3023681640625,666.6998901367188,539.30029296875,724.8936157226562,551.1765747070312,701.1410522460938,544.0508422851562,675.0133056640625,507.234375,887.5985107421875,561.865234375,892.3490600585938,566.61572265625,868.5964965820312
img_351.jpg,6,672.193115234375,368.380615234375,598.7822265625,518.8126831054688,670.9896240234375,503.1677551269531,591.5615234375,409.2981262207031,489.2677001953125,619.903076171875,442.3328857421875,648.7860107421875,471.2158508300781,647.5825805664062,456.77435302734375,617.4961547851562,331.6148681640625,754.690185546875,364.10821533203125,796.8111572265625,456.77435302734375,813.6595458984375
img_419.jpg,7,686.419189453125,204.09022521972656,520.074462890625,270.9007873535156,588.24853515625,281.80865478515625,578.7041625976562,198.6363067626953,438.265625,206.8171844482422,400.088134765625,186.36497497558594,412.3594665527344,208.1806640625,435.5386657714844,187.72845458984375,285.55572509765625,127.73529052734375,270.55743408203125,152.27793884277344,278.73834228515625,244.99465942382812
img_688.jpg,8,555.2417602539062,373.1549072265625,492.0409851074219,533.0156860351562,572.5910034179688,479.728759765625,490.8017578125,411.5710754394531,402.8163757324219,653.2210693359375,363.1609802246094,691.6372680664062,391.6632995605469,687.9195556640625,370.59637451171875,640.8287963867188,252.8694305419922,845.3018798828125,280.13250732421875,860.1726684570312,369.35711669921875,858.9334106445312
img_1238.jpg,9,845.3778686523438,263.8678283691406,981.8673706054688,380.0530700683594,917.5706787109375,368.77294921875,942.3869018554688,259.3558044433594,1055.1881103515625,429.68560791015625,1093.54052734375,462.39794921875,1076.620361328125,461.2699279785156,1086.7724609375,426.3015441894531,1188.2935791015625,554.8948974609375,1161.22119140625,583.09521484375,1091.2845458984375,604.5274658203125
